	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	SiteProvince	DistrictName	EpiWeek	SampleCollectionDate	Sequence_ID	SiteName	Lineages	Abundances
NIC-22-0192	1253	1253	1253	Gauteng	Johannesburg MM	14.0	2022-04-06	NIC-22-0192	Northern Wastewater Treatment Works (GP)	BA.4.X BA.5.X Recombinants	[0.86890263, 0.12681869, 0.00260894]
NIC-22-0204	1254	1254	1254	Western Cape	Cape Town MM	15.0	2022-04-11	NIC-22-0204	Zandvleit Wastewater Treatment Works	BA.2.X Recombinants	[0.7521074, 0.24598963000000001]
NIC-22-0205	1255	1255	1255	Western Cape	Cape Town MM	15.0	2022-04-11	NIC-22-0205	Borcheds Quarry Wastewater Treatment Works	BA.4.X	[0.9968967500000001]
NIC-22-0229	1258	1258	1258	Free State	Mangaung MM	16.0	2022-04-19	NIC-22-0229	Sterkwater Wastewater Treatment Works	BA.1.X BA.4.X BA.2.X BA.5.X	[0.8940114699999999, 0.0704066, 0.02739214, 0.0018073]
NIC-22-0232	1259	1259	1259	Free State	Mangaung MM	16.0	2022-04-20	NIC-22-0232	Bloemspruit Wastewater Treatment Works	BA.4.X BA.5.X BA.2.X Recombinants	[0.6374914899999999, 0.31071357, 0.00638221, 0.04127621]
NIC-22-0247	1260	1260	1260	Gauteng	Ekurhuleni MM	17.0	2022-04-25	NIC-22-0247	ERWAT Vlakplaat Wastewater Treatment Works	BA.4.X BA.5.X	[0.93606122, 0.06210116]
NIC-22-0248	1261	1261	1261	Gauteng	Johannesburg MM	17.0	2022-04-25	NIC-22-0248	Goudkoppies Wastewater Treatment Works	BA.4.X BA.5.X	[0.7800819, 0.21755796]
NIC-22-0249	1262	1262	1262	Gauteng	Tshwane MM	17.0	2022-04-25	NIC-22-0249	Rooiwal Wastewater Treatment Works	BA.4.X BA.5.X Other	[0.31452594, 0.6726595, 0.00787191]
NIC-22-0250	1263	1263	1263	KwaZulu-Natal	Ethekwini MM	17.0	2022-04-25	NIC-22-0250	Central Wastewater Treatment Works (KZN)	BA.4.X Delta BA.5.X BA.2.X Other	[0.57186772, 0.20902671, 0.10396541000000001, 0.00145066, 0.09891638999999999]
NIC-22-0272	1264	1264	1264	Gauteng	Tshwane MM	18.0	2022-05-03	NIC-22-0272	Daspoort Wastewater Treatment Works	BA.4.X BA.5.X	[0.94930404, 0.04727649]
NIC-22-0273	1265	1265	1265	Gauteng	Johannesburg MM	18.0	2022-05-03	NIC-22-0273	Northern Wastewater Treatment Works (GP)	BA.4.X	[0.99926198]
NIC-22-0274	1266	1266	1266	Gauteng	Ekurhuleni MM	18.0	2022-05-03	NIC-22-0274	Hartebeesfontein Waterworks	BA.5.X BA.4.X BA.2.X	[0.48243638, 0.48078113999999994, 0.0300149]
NIC-22-0301	1268	1268	1268	Western Cape	Cape Town MM	19.0	2022-05-09	NIC-22-0301	Zandvleit Wastewater Treatment Works	BA.4.X BA.5.X	[0.96087351, 0.03740527]
NIC-22-0311	1269	1269	1269	Eastern Cape	Buffalo City MM	19.0	2022-05-10	NIC-22-0311	Mdantsane Wastewater Treatment Works	BA.5.X BA.4.X	[0.9947374, 0.00226698]
NIC-22-0312	1270	1270	1270	Eastern Cape	Buffalo City MM	19.0	2022-05-10	NIC-22-0312	East Bank Wastewater Treatment Works	BA.4.X BA.5.X	[0.51505307, 0.48436711]
NIC-22-0313	1271	1271	1271	Eastern Cape	Nelson Mandela Bay MM	19.0	2022-05-10	NIC-22-0313	Brickfield Pre-treatment Works	BA.4.X BA.5.X Recombinants	[0.93329439, 0.0552475, 0.00763573]
NIC-22-0314	1272	1272	1272	Eastern Cape	Nelson Mandela Bay MM	19.0	2022-05-10	NIC-22-0314	Kwanobuhle Wastewater Treatment Works	BA.4.X BA.5.X Recombinants	[0.86786318, 0.12605782, 0.004285]
NIC-22-0321	1273	1273	1273	Free State	Mangaung MM	20.0	2022-05-17	NIC-22-0321	Bloemspruit Wastewater Treatment Works	BA.4.X BA.5.X	[0.7349035500000001, 0.26150044]
NIC-22-0322	1274	1274	1274	Free State	Mangaung MM	20.0	2022-05-17	NIC-22-0322	Sterkwater Wastewater Treatment Works	BA.4.X BA.5.X Delta	[0.7974458799999999, 0.19176155999999997, 0.00567954]
NIC-22-0358	1275	1275	1275	Gauteng	Johannesburg MM	21.0	2022-05-24	NIC-22-0358	Goudkoppies Wastewater Treatment Works	BA.4.X BA.2.X	[0.99216996, 0.00509532]
NIC-22-0391	1276	1276	1276	Gauteng	Tshwane MM	21.0	2022-05-24	NIC-22-0391	Rooiwal Wastewater Treatment Works	BA.4.X BA.5.X	[0.54051756, 0.4570485000000001]
NIC-22-0411	1277	1277	1277	Gauteng	Ekurhuleni MM	23.0	2022-06-07	NIC-22-0411	Hartebeesfontein Waterworks	BA.4.X BA.5.X Recombinants	[0.74800985, 0.24777407, 0.00146085]
NIC-22-0488	1281	1281	1281	Gauteng	Tshwane MM	26.0	2022-06-28	NIC-22-0488	Rooiwal Wastewater Treatment Works	BA.5.X	[0.998435]
NIC-22-0502	1282	1282	1282	Gauteng	Ekurhuleni MM	27.0	2022-07-05	NIC-22-0502	Hartebeesfontein Waterworks	BA.1.X	[0.99780877]
NIC-22-0503	1283	1283	1283	KwaZulu-Natal	Ethekwini MM	27.0	2022-07-04	NIC-22-0503	Central Wastewater Treatment Works (KZN)	Delta	[0.9971656899999997]
NIC-22-0504	1284	1284	1284	Gauteng	Tshwane MM	27.0	2022-07-05	NIC-22-0504	Daspoort Wastewater Treatment Works	BA.4.X BA.2.X BA.5.X Other Recombinants	[0.30903077, 0.10934705, 0.1166989, 0.3595542, 0.1003899]
NIC-22-0610	1285	1285	1285	Gauteng	Johannesburg MM	30.0	2022-07-26	NIC-22-0610	Goudkoppies Wastewater Treatment Works	BA.4.X BA.5.X	[0.79139529, 0.20757536]
NIC-22-0614	1286	1286	1286	Gauteng	Tshwane MM	30.0	2022-07-27	NIC-22-0614	Rooiwal Wastewater Treatment Works	BA.5.X BA.4.X BA.2.X	[0.72741988, 0.26652249999999994, 0.00160065]
NIC-22-0619	1288	1288	1288	Gauteng	Ekurhuleni MM	31.0	2022-08-02	NIC-22-0619	Hartebeesfontein Waterworks	BA.4.X BA.5.X	[0.70131849, 0.29592024]
NIC-22-0626	1289	1289	1289	Gauteng	Tshwane MM	31.0	2022-08-03	NIC-22-0626	Daspoort Wastewater Treatment Works	BA.5.X	[0.99987991]
NIC-22-0635	1290	1290	1290	Western Cape	Cape Town MM	32.0	2022-08-10	NIC-22-0635	Borcheds Quarry Wastewater Treatment Works	BA.5.X BA.4.X	[0.8364042999999999, 0.15984815]
NIC-22-0644	1291	1291	1291	Eastern Cape	Nelson Mandela Bay MM	32.0	2022-08-10	NIC-22-0644	Kwanobuhle Wastewater Treatment Works	BA.4.X	[0.99951142]
NIC-22-0645	1292	1292	1292	Eastern Cape	Nelson Mandela Bay MM	32.0	2022-08-10	NIC-22-0645	Brickfield Pre-treatment Works	BA.5.X	[0.99944928]
NIC-22-0646	1293	1293	1293	Free State	Mangaung MM	33.0	2022-08-16	NIC-22-0646	Bloemspruit Wastewater Treatment Works	BA.5.X	[0.9977746]
NIC-22-0669	1297	1297	1297	KwaZulu-Natal	Ethekwini MM	34.0	2022-08-22	NIC-22-0669	Central Wastewater Treatment Works (KZN)	BA.5.X	[0.9998753800000001]
NIC-22-0670	1298	1298	1298	Gauteng	Ekurhuleni MM	34.0	2022-08-23	NIC-22-0670	ERWAT Vlakplaat Wastewater Treatment Works	BA.5.X BA.4.X	[0.83209998, 0.16641526]
NIC-22-0671	1299	1299	1299	Gauteng	Johannesburg MM	34.0	2022-08-23	NIC-22-0671	Goudkoppies Wastewater Treatment Works	BA.4.X	[0.99754772]
NIC-22-0681	1300	1300	1300	Gauteng	Tshwane MM	34.0	2022-08-25	NIC-22-0681	Rooiwal Wastewater Treatment Works	BA.4.X BA.5.X Recombinants	[0.6596138600000001, 0.31061072, 0.02432688]
NIC-22-0717	1301	1301	1301	Gauteng	Ekurhuleni MM	36.0	2022-09-06	NIC-22-0717	Hartebeesfontein Waterworks	BA.1.X BA.5.X Recombinants	[0.27117051000000003, 0.01162916, 0.7156416]
NIC-22-0718	1302	1302	1302	Gauteng	Tshwane MM	36.0	2022-09-07	NIC-22-0718	Daspoort Wastewater Treatment Works	BA.5.X	[0.99918896]
NIC-22-0734	1303	1303	1303	Gauteng	Johannesburg MM	37.0	2022-09-13	NIC-22-0734	Northern Wastewater Treatment Works (GP)	BA.5.X BA.2.X Recombinants	[0.8021027599999996, 0.17419097, 0.01663516]
NIC-22-0755	1304	1304	1304	Free State	Mangaung MM	38.0	2022-09-20	NIC-22-0755	Sterkwater Wastewater Treatment Works	BA.5.X	[0.99666756]
NIC-22-0756	1305	1305	1305	Free State	Mangaung MM	38.0	2022-09-20	NIC-22-0756	Bloemspruit Wastewater Treatment Works	BA.5.X	[0.99754265]
NIC-22-0764	1306	1306	1306	KwaZulu-Natal	Ethekwini MM	39.0	2022-09-26	NIC-22-0764	Central Wastewater Treatment Works (KZN)	BA.5.X Recombinants	[0.8467625300000001, 0.15181924]
NIC-22-0766	1308	1308	1308	Gauteng	Johannesburg MM	39.0	2022-09-27	NIC-22-0766	Goudkoppies Wastewater Treatment Works	BA.5.X BA.4.X	[0.7557222000000001, 0.24288656]
NIC-22-0767	1309	1309	1309	Gauteng	Tshwane MM	39.0	2022-09-28	NIC-22-0767	Rooiwal Wastewater Treatment Works	BA.5.X BA.1.X Other Recombinants	[0.88783941, 0.011926, 0.06210902, 0.03500671]
NIC-22-0792	1310	1310	1310	Gauteng	Johannesburg MM	40.0	2022-10-04	NIC-22-0792	Northern Wastewater Treatment Works (GP)	BA.5.X BA.4.X BQ.1.1.X	[0.9024304799999999, 0.07974872, 0.01346868]
NIC-22-0794	1311	1311	1311	Gauteng	Tshwane MM	40.0	2022-10-05	NIC-22-0794	Daspoort Wastewater Treatment Works	BA.5.X BA.4.X	[0.8347458499999999, 0.161371]
NIC-22-0809	1312	1312	1312	Western Cape	Cape Town MM	41.0	2022-10-10	NIC-22-0809	Zandvleit Wastewater Treatment Works	BA.5.X	[0.99853523]
NIC-22-0810	1313	1313	1313	Western Cape	Cape Town MM	41.0	2022-10-10	NIC-22-0810	Borcheds Quarry Wastewater Treatment Works	BA.5.X	[0.99686411]
NIC-22-0811	1314	1314	1314	Eastern Cape	Nelson Mandela Bay MM	41.0	2022-10-11	NIC-22-0811	Kwanobuhle Wastewater Treatment Works	BA.5.X Recombinants	[0.9110498199999998, 0.08280581]
NIC-22-0812	1315	1315	1315	Eastern Cape	Nelson Mandela Bay MM	41.0	2022-10-11	NIC-22-0812	Brickfield Pre-treatment Works	BA.5.X BA.2.X BA.2.12.X Other Recombinants	[0.7733850500000001, 0.12103295999999998, 0.01759796, 0.07830367999999999, 0.00414313]
NIC-22-0829	1316	1316	1316	Free State	Mangaung MM	42.0	2022-10-18	NIC-22-0829	Bloemspruit Wastewater Treatment Works	BA.5.X	[0.9991682799999999]
NIC-22-0830	1317	1317	1317	Free State	Mangaung MM	42.0	2022-10-18	NIC-22-0830	Sterkwater Wastewater Treatment Works	BA.5.X	[0.99926552]
NIC-22-0900	1318	1318	1318	KwaZulu-Natal	Ethekwini MM	43.0	2022-10-24	NIC-22-0900	Central Wastewater Treatment Works (KZN)	BA.5.X BQ.1.1.X	[0.9840877800000001, 0.01159404]
NIC-22-0901	1319	1319	1319	Gauteng	Johannesburg MM	43.0	2022-10-25	NIC-22-0901	Goudkoppies Wastewater Treatment Works	BQ.1.1.X BA.5.X	[0.7824286, 0.21304703]
NIC-22-0902	1320	1320	1320	Gauteng	Ekurhuleni MM	43.0	2022-10-25	NIC-22-0902	ERWAT Vlakplaat Wastewater Treatment Works	BA.5.X	[0.99710606]
NIC-22-0903	1321	1321	1321	Gauteng	Tshwane MM	43.0	2022-10-26	NIC-22-0903	Rooiwal Wastewater Treatment Works	BA.5.X	[0.9956994299999999]
NIC-22-0918	1322	1322	1322	Gauteng	Ekurhuleni MM	44.0	2022-11-01	NIC-22-0918	Hartebeesfontein Waterworks	BA.5.X	[0.99910424]
NIC-22-0919	1323	1323	1323	Gauteng	Johannesburg MM	44.0	2022-11-01	NIC-22-0919	Northern Wastewater Treatment Works (GP)	BA.5.X BQ.1.1.X Recombinants	[0.6502359199999999, 0.20049624, 0.14499009]
NIC-22-0987	1327	1327	1327	KwaZulu-Natal	Ethekwini MM	47.0	2022-11-21	NIC-22-0987	Central Wastewater Treatment Works (KZN)	BA.5.X BQ.1.1.X	[0.7228395, 0.27135776]
NIC-22-0988	1328	1328	1328	KwaZulu-Natal	Ethekwini MM	47.0	2022-11-21	NIC-22-0988	Northern Wastewater Treatment Works (KZN)	BA.5.X BA.4.X BQ.1.1.X	[0.9102254799999999, 0.04447226, 0.037170419999999996]
NIC-22-0989	1329	1329	1329	Gauteng	Tshwane MM	47.0	2022-11-22	NIC-22-0989	Rooiwal Wastewater Treatment Works	BA.5.X	[0.99631808]
NIC-22-0990	1330	1330	1330	Gauteng	Ekurhuleni MM	47.0	2022-11-22	NIC-22-0990	ERWAT Vlakplaat Wastewater Treatment Works	BA.5.X	[0.99567441]
NIC-22-1020	1331	1331	1331	Gauteng	Johannesburg MM	48.0	2022-11-29	NIC-22-1020	Goudkoppies Wastewater Treatment Works	BA.5.X BQ.1.1.X	[0.75839073, 0.23810381]
NIC-22-1035	1332	1332	1332	Gauteng	Ekurhuleni MM	49.0	2022-12-06	NIC-22-1035	Hartebeesfontein Waterworks	BA.5.X	[0.9964726100000001]
NIC-22-1036	1333	1333	1333	Gauteng	Johannesburg MM	49.0	2022-12-06	NIC-22-1036	Northern Wastewater Treatment Works (GP)	BA.5.X BA.4.X BQ.1.1.X	[0.8652943499999999, 0.11159398000000001, 0.0212493]
NIC-22-1037	1334	1334	1334	Gauteng	Tshwane MM	49.0	2022-12-07	NIC-22-1037	Daspoort Wastewater Treatment Works	BA.5.X	[0.99920364]
NIC-22-1085	1338	1338	1338	Eastern Cape	Nelson Mandela Bay MM	50.0	2022-12-13	NIC-22-1085	Kwanobuhle Wastewater Treatment Works	BA.5.X BQ.1.1.X	[0.80148285, 0.1946744]
NIC-23-0021	1339	1339	1339	Western Cape	Cape Town MM	2.0	2023-01-09	NIC-23-0021	Zandvleit Wastewater Treatment Works	BQ.1.1.X BA.5.X	[0.6091477000000001, 0.38201504]
NIC-23-0044	1340	1340	1340	Gauteng	Tshwane MM	3.0	2023-01-17	NIC-23-0044	Daspoort Wastewater Treatment Works	BQ.1.1.X BA.5.X	[0.63422004, 0.36368921000000004]
NIC-23-0195	1344	1344	1344	Gauteng	Tshwane MM	8.0	2023-02-22	NIC-23-0195	SAPS Training College	XBB.1.5.X XBB.X BA.5.X Recombinants	[0.403662, 0.17372826, 0.15187897, 0.26399953]
NIC-23-0226	1345	1345	1345	Gauteng	Ekurhuleni MM	9.0	2023-02-28	NIC-23-0226	Hartebeesfontein Waterworks	XBB.1.5.X BQ.1.1.X	[0.8982943800000001, 0.09070252000000001]
NIC-23-0227	1346	1346	1346	Gauteng	Tshwane MM	9.0	2023-03-01	NIC-23-0227	Daspoort Wastewater Treatment Works	XBB.1.9.X XBB.1.5.X BA.5.X Recombinants	[0.27728087, 0.53193109, 0.11397954, 0.06848722]
NIC-23-0279	1347	1347	1347	Western Cape	Cape Town MM	11.0	2023-03-13	NIC-23-0279	Zandvleit Wastewater Treatment Works	XBB.1.5.X	[0.99867828]
NIC-23-0281	1349	1349	1349	Eastern Cape	Nelson Mandela Bay MM	10.0	2023-03-06	NIC-23-0281	Kwanobuhle Wastewater Treatment Works	XBB.1.5.X	[0.99381313]
NIC-23-0292	1351	1351	1351	Gauteng	Ekurhuleni MM	12.0	2023-03-22	NIC-23-0292	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X	[0.9962530700000001]
NIC-23-0305	1352	1352	1352	KwaZulu-Natal	Ethekwini MM	12.0	2023-03-22	NIC-23-0305	Central Wastewater Treatment Works (KZN)	XBB.X XBB.1.5.X XBB.1.9.X	[0.37603059, 0.5883097100000001, 0.0292671]
NIC-23-0351	1353	1353	1353	Gauteng	Tshwane MM	14.0	2023-04-05	NIC-23-0351	Daspoort Wastewater Treatment Works	XBB.X XBB.1.9.X XBB.1.5.X	[0.36594135, 0.28499203, 0.34331832]
NIC-23-0352	1354	1354	1354	Gauteng	Johannesburg MM	14.0	2023-04-05	NIC-23-0352	Northern Wastewater Treatment Works (GP)	XBB.1.5.X BA.2.X	[0.79477803, 0.19810064]
NIC-23-0400	1355	1355	1355	Western Cape	Cape Town MM	15.0	2023-04-11	NIC-23-0400	Zandvleit Wastewater Treatment Works	BA.1.X XBB.1.5.X Other Recombinants	[0.30993259, 0.56391079, 0.11903727, 0.00226573]
NIC-23-0402	1356	1356	1356	Eastern Cape	Nelson Mandela Bay MM	15.0	2023-03-15	NIC-23-0402	Brickfield Pre-treatment Works	XBB.1.9.X XBB.1.5.X BA.2.X XBB.X	[0.47944093, 0.40323656, 0.05520241, 0.048511349999999995]
NIC-23-0431	1357	1357	1357	Free State	Mangaung MM	16.0	2023-04-18	NIC-23-0431	Bloemspruit Wastewater Treatment Works	XBB.1.5.X XBB.X XBB.1.9.X	[0.8414150400000001, 0.0530309, 0.09661129]
NIC-23-0459	1358	1358	1358	KwaZulu-Natal	Ethekwini MM	17.0	2023-04-24	NIC-23-0459	Central Wastewater Treatment Works (KZN)	XBB.X XBB.1.5.X	[0.84262081, 0.14869272]
NIC-23-0460	1359	1359	1359	KwaZulu-Natal	Ethekwini MM	17.0	2023-04-24	NIC-23-0460	Northern Wastewater Treatment Works (KZN)	XBB.1.9.X XBB.1.5.X	[0.76142425, 0.23472800000000002]
NIC-23-0461	1360	1360	1360	Gauteng	Ekurhuleni MM	17.0	2023-04-25	NIC-23-0461	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X	[0.9976098999999999]
NIC-23-0469	1361	1361	1361	Gauteng	Tshwane MM	18.0	2023-05-03	NIC-23-0469	Daspoort Wastewater Treatment Works	XBB.1.9.X XBB.1.5.X Recombinants	[0.74762763, 0.19940923, 0.0429336]
NIC-23-0492	1362	1362	1362	Western Cape	Cape Town MM	19.0	2023-05-08	NIC-23-0492	Zandvleit Wastewater Treatment Works	XBB.1.5.X	[0.9942414700000001]
NIC-23-0499	1364	1364	1364	Free State	Mangaung MM	19.0	2023-05-09	NIC-23-0499	Sterkwater Wastewater Treatment Works	XBB.X XBB.1.5.X XBB.1.9.X	[0.41869551, 0.25910447999999997, 0.31397729]
NIC-23-0501	1365	1365	1365	Eastern Cape	Nelson Mandela Bay MM	19.0	2023-05-09	NIC-23-0501	Kwanobuhle Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X XBB.X	[0.8218112500000001, 0.17001431, 0.00182114]
NIC-23-0560	1366	1366	1366	Gauteng	Tshwane MM	21.0	2023-05-24	NIC-23-0560	Rooiwal Wastewater Treatment Works	XBB.1.9.X XBB.1.5.X	[0.81336436, 0.18145057]
NIC-23-0784	1370	1370	1370	Western Cape	Cape Town MM	28.0	2023-07-10	NIC-23-0784	Borcheds Quarry Wastewater Treatment Works	BA.2.X XBB.X	[0.66371189, 0.32811455]
NIC-23-0791	1372	1372	1372	Eastern Cape	Nelson Mandela Bay MM	28.0	2023-07-11	NIC-23-0791	Brickfield Pre-treatment Works	BA.2.X	[0.99955882]
NIC-23-0929	1373	1373	1373	KwaZulu-Natal	Ethekwini MM	34.0	2023-08-21	NIC-23-0929	Northern Wastewater Treatment Works (KZN)	XBB.1.5.X XBB.X	[0.70934143, 0.28963505]
NIC-23-0930	1374	1374	1374	KwaZulu-Natal	Ethekwini MM	34.0	2023-08-21	NIC-23-0930	Central Wastewater Treatment Works (KZN)	XBB.X XBB.1.5.X XBB.1.9.X XBB.1.16.X Recombinants	[0.51975495, 0.32528084, 0.06770633, 0.02203429, 0.06287639]
NIC-23-0931	1375	1375	1375	Gauteng	Ekurhuleni MM	34.0	2023-08-22	NIC-23-0931	ERWAT Vlakplaat Wastewater Treatment Works	XBB.X XBB.1.5.X BA.2.86.X XBB.1.16.X Recombinants Other	[0.6056349999999998, 0.22369794999999998, 0.05686469, 0.0440464, 0.04514138000000001, 0.01909711]
NIC-23-0934	1376	1376	1376	Gauteng	Tshwane MM	34.0	2023-08-23	NIC-23-0934	Rooiwal Wastewater Treatment Works	XBB.1.5.X XBB.X BA.2.86.X	[0.6429055600000001, 0.23540249, 0.11888096]
NIC-23-0965	1377	1377	1377	Gauteng	Ekurhuleni MM	36.0	2023-09-05	NIC-23-0965	Hartebeesfontein Waterworks	XBB.X BA.2.86.X XBB.1.5.X XBB.1.9.X XBB.2.3.X BA.2.X	[0.5337759999999999, 0.24694713, 0.16409317, 0.016742560000000004, 0.01756618, 0.01179118]
NIC-23-0966	1378	1378	1378	Gauteng	Johannesburg MM	36.0	2023-09-05	NIC-23-0966	Northern Wastewater Treatment Works (GP)	BA.2.86.X XBB.1.5.X XBB.X BA.2.X XBB.1.9.X XBB.1.16.X BA.5.X Recombinants	[0.36575835, 0.24777839999999998, 0.19789133, 0.06284761, 0.049802349999999995, 0.04633433, 0.01858141, 0.00180486]
NIC-23-1047	1379	1379	1379	Free State	Mangaung MM	38.0	2023-09-19	NIC-23-1047	Bloemspruit Wastewater Treatment Works	XBB.X BA.2.86.X XBB.1.16.X XBB.1.9.X XBB.1.5.X HV.1.X	[0.43848513, 0.27602461, 0.11823360999999999, 0.10357754999999999, 0.04495373, 0.00771253]
NIC-23-1048	1380	1380	1380	Free State	Mangaung MM	38.0	2023-09-19	NIC-23-1048	Sterkwater Wastewater Treatment Works	XBB.X XBB.1.5.X	[0.43404535, 0.56392327]
NIC-23-1178	1381	1381	1381	Free State	Mangaung MM	42.0	2023-10-17	NIC-23-1178	Sterkwater Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X	[0.699647, 0.13624996, 0.16115993000000003]
NIC-23-1179	1382	1382	1382	Free State	Mangaung MM	42.0	2023-10-17	NIC-23-1179	Bloemspruit Wastewater Treatment Works	BA.2.86.X	[0.999641]
NIC-23-1203	1383	1383	1383	Gauteng	Ekurhuleni MM	43.0	2023-10-24	NIC-23-1203	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X BA.2.86.X XBB.X BA.2.X	[0.432791, 0.390838, 0.153231, 0.021976410000000002]
NIC-23-1436	1384	1384	1384	Eastern Cape	Nelson Mandela Bay MM	50.0	2023-12-12	NIC-23-1436	Brickfield Pre-treatment Works	BA.2.86.X	[0.99956427]
